,invoice_id,city,customer_type,gender,product_line,unit_price,total,date,time,payment,rating,quantity_boxcox
15,299-46-1805,Mandalay,Member,Female,Sports and travel,0.8541944074567243,0.9701958944636548,1/15/2019,16:19,Cash,-0.8333333333333334,0.19736741909178362
16,656-95-9349,Yangon,Member,Female,Health and beauty,0.3040390590324013,0.7286456875222262,3/11/2019,11:03,Credit card,-0.8000000000000002,0.38545634812525154
17,765-26-6951,Yangon,Normal,Male,Sports and travel,0.3857079449622724,0.5868510854021171,1/1/2019,10:39,Credit card,-0.033333333333333215,0.19736741909178362
18,329-62-1586,Yangon,Normal,Male,Food and beverages,-0.012427873945850028,-0.235315481640096,1/21/2019,18:00,Credit card,0.5333333333333332,-0.4340491157681513
19,319-50-3348,Mandalay,Normal,Female,Home and lifestyle,-0.331335996449179,-0.4877613250304549,3/11/2019,15:30,Ewallet,-0.8666666666666666,-0.6821010387299857
20,300-71-4605,Naypyitaw,Member,Male,Electronic accessories,0.6837549933422103,0.5703260367879058,2/25/2019,11:24,Ewallet,-0.7333333333333334,0.0
21,371-85-5789,Mandalay,Normal,Male,Health and beauty,0.7268086995117621,0.06712922678813281,3/5/2019,10:40,Ewallet,-0.6333333333333334,-0.4340491157681513
22,273-16-6619,Mandalay,Normal,Male,Home and lifestyle,-0.4889036839769197,-0.5307385576901251,3/15/2019,12:20,Credit card,-0.8666666666666666,-0.6821010387299857
23,636-48-8204,Yangon,Normal,Male,Electronic accessories,-0.45872170439414117,-0.20871196931062405,2/17/2019,11:15,Ewallet,0.9666666666666668,0.0
24,549-59-1358,Yangon,Member,Male,Sports and travel,0.7412339103417663,0.07303102986463686,3/2/2019,17:36,Ewallet,-0.3333333333333333,-0.4340491157681513
25,227-03-5010,Yangon,Member,Female,Home and lifestyle,-0.05858854860186419,0.5416341941390554,3/22/2019,19:20,Credit card,0.5,0.5659508842318487
26,649-29-6775,Mandalay,Normal,Male,Fashion accessories,-0.48180204172214824,-0.6302520372570236,2/8/2019,15:31,Cash,-0.09999999999999994,-0.9707075968211165
27,189-17-4241,Yangon,Normal,Female,Fashion accessories,0.7199289835774522,-0.20102449248276755,3/10/2019,12:17,Credit card,0.2333333333333334,-0.6821010387299857
28,145-94-9061,Mandalay,Normal,Female,Food and beverages,0.735241899689303,0.605434198678904,1/25/2019,19:48,Cash,0.8666666666666666,0.0
29,848-62-7243,Yangon,Normal,Male,Health and beauty,-0.673324456280515,-0.053721540824587875,3/15/2019,15:36,Cash,0.13333333333333344,0.7400580866144847
30,871-79-8483,Mandalay,Normal,Male,Fashion accessories,0.86329338659565,0.6927506185543609,2/25/2019,19:39,Credit card,-0.7333333333333334,0.0
31,149-71-6266,Mandalay,Member,Male,Sports and travel,0.5068797159343096,1.3948533250607205,1/28/2019,12:43,Cash,-0.8333333333333334,0.7400580866144847
32,640-49-2076,Mandalay,Normal,Male,Sports and travel,0.6335996449178871,1.2968228626771485,1/10/2019,14:49,Cash,-0.6333333333333334,0.5659508842318487
33,595-11-5460,Yangon,Normal,Male,Health and beauty,0.9176653351087437,-0.1470910920605616,3/15/2019,10:12,Credit card,-0.6333333333333334,-0.6821010387299857
34,183-56-6882,Naypyitaw,Member,Female,Food and beverages,0.9806924101198401,0.4719021208659005,2/6/2019,10:42,Ewallet,0.16666666666666666,-0.20913662370082098
35,232-16-2483,Naypyitaw,Member,Female,Sports and travel,0.2860630270750111,-0.5255328647200805,1/7/2019,12:28,Ewallet,-0.06666666666666672,-0.9707075968211165
36,129-29-8530,Yangon,Member,Male,Sports and travel,0.16400355082112722,0.21591519562963912,3/10/2019,19:15,Ewallet,0.0,0.0
37,272-65-1806,Yangon,Normal,Female,Electronic accessories,0.12538837106080777,0.9266133486679329,1/15/2019,17:17,Ewallet,-0.7666666666666666,0.7400580866144847
38,333-73-7901,Naypyitaw,Normal,Female,Health and beauty,-0.006879715934309859,0.5980493784190734,3/23/2019,13:24,Ewallet,0.19999999999999987,0.5659508842318487
39,777-82-7220,Mandalay,Member,Male,Home and lifestyle,-0.5572569906790946,-0.002421252544206785,3/3/2019,13:01,Cash,0.2333333333333334,0.5659508842318487
40,280-35-5823,Mandalay,Member,Female,Home and lifestyle,0.6988459831335995,-0.4692387430672731,1/17/2019,18:45,Ewallet,0.3000000000000001,-0.9707075968211165
41,554-53-8700,Naypyitaw,Member,Male,Home and lifestyle,0.01952951620062129,-0.3920613182206821,2/2/2019,10:11,Cash,-0.2333333333333334,-0.6821010387299857
42,354-25-5821,Mandalay,Member,Female,Sports and travel,0.30825565912117175,0.5234748000575048,2/8/2019,13:03,Cash,-0.4666666666666668,0.19736741909178362
43,228-96-1411,Naypyitaw,Member,Female,Food and beverages,0.9647137150466044,1.6580737422727996,3/4/2019,20:39,Cash,0.19999999999999987,0.5659508842318487
44,617-15-4209,Naypyitaw,Member,Male,Health and beauty,-0.8845983133599646,-0.6386658898481422,3/16/2019,19:47,Cash,0.06666666666666672,-0.6821010387299857
45,132-32-9879,Mandalay,Member,Female,Electronic accessories,0.8595206391478026,0.4058019264090555,3/9/2019,18:00,Cash,0.8333333333333334,-0.20913662370082098
46,370-41-7321,Mandalay,Member,Male,Health and beauty,0.032401242787394445,0.812481556865386,2/27/2019,17:24,Credit card,0.4666666666666668,0.7400580866144847
47,727-46-3608,Mandalay,Member,Female,Food and beverages,-0.7816245006657789,-0.1866483055015398,2/6/2019,15:47,Ewallet,-0.9666666666666668,0.7400580866144847
48,669-54-1719,Mandalay,Member,Male,Electronic accessories,-0.8055925432756326,-0.38794518889553053,2/10/2019,12:45,Credit card,0.36666666666666653,0.19736741909178362
49,574-22-5561,Naypyitaw,Member,Female,Fashion accessories,0.6080781180648023,1.7691487027382855,3/19/2019,17:08,Ewallet,0.3000000000000001,0.908681075617868
50,326-78-5178,Naypyitaw,Member,Male,Food and beverages,0.8027075011096316,1.204694203370081,2/3/2019,10:19,Cash,0.8333333333333334,0.38545634812525154
51,162-48-8011,Yangon,Member,Female,Food and beverages,-0.23612960497114957,-0.05692970044566185,2/10/2019,15:10,Cash,0.5,0.0
52,616-24-2851,Mandalay,Member,Female,Fashion accessories,-0.8291167332445627,-0.5153636040344122,3/22/2019,14:42,Ewallet,-0.16666666666666666,-0.20913662370082098
53,778-71-5554,Naypyitaw,Member,Male,Fashion accessories,-0.8832667554371949,-0.6850026104128993,1/25/2019,15:46,Credit card,-0.3000000000000001,-0.9707075968211165
54,242-55-6721,Mandalay,Normal,Male,Home and lifestyle,-0.8670661340434976,-0.6338839160733337,3/7/2019,11:49,Ewallet,-0.16666666666666666,-0.6821010387299857
55,399-46-5918,Naypyitaw,Normal,Female,Electronic accessories,0.6824234354194407,1.3500904186496978,2/28/2019,19:01,Cash,0.39999999999999974,0.5659508842318487
56,106-35-6779,Yangon,Member,Male,Home and lifestyle,-0.24167776298268975,-0.46330667433396644,3/27/2019,11:26,Cash,-0.4000000000000001,-0.6821010387299857
57,635-40-6220,Yangon,Normal,Male,Health and beauty,0.7627607634265421,1.437739760749983,2/7/2019,11:28,Ewallet,-0.13333333333333344,0.5659508842318487
58,817-48-8732,Yangon,Member,Female,Home and lifestyle,0.3799378606302705,1.4580177508077146,1/20/2019,15:55,Cash,-0.5333333333333332,0.908681075617868
59,120-06-4233,Naypyitaw,Normal,Male,Electronic accessories,-0.5463826009764758,-0.17584346602301712,3/12/2019,20:36,Cash,0.7666666666666669,0.19736741909178362
60,285-68-5083,Naypyitaw,Member,Female,Sports and travel,-0.6766533510874391,-0.507070814070504,2/15/2019,17:47,Credit card,1.0,-0.4340491157681513
61,803-83-5989,Naypyitaw,Normal,Male,Home and lifestyle,0.011096316023080179,0.2803205133055393,2/24/2019,10:55,Ewallet,0.0,0.19736741909178362
62,347-34-2234,Mandalay,Member,Female,Sports and travel,-0.00355082112738579,0.7683542292472176,2/3/2019,13:40,Ewallet,1.0,0.7400580866144847
63,199-75-8169,Yangon,Member,Male,Sports and travel,-0.8748335552596538,-0.25320248481042357,3/6/2019,12:27,Credit card,0.5333333333333332,0.908681075617868
64,853-23-2453,Mandalay,Member,Male,Health and beauty,0.4551708832667552,0.18522581963181828,2/14/2019,14:35,Cash,0.19999999999999987,-0.20913662370082098
65,877-22-3308,Yangon,Member,Male,Health and beauty,-0.8735019973368843,-0.2513865454022685,3/13/2019,16:40,Cash,-0.4000000000000001,0.908681075617868
66,838-78-4295,Naypyitaw,Normal,Female,Health and beauty,-0.4829116733244564,-0.5291042122227856,2/10/2019,15:43,Ewallet,-0.09999999999999994,-0.6821010387299857
67,109-28-2512,Mandalay,Member,Female,Fashion accessories,0.9405237461162892,1.0408359374408873,1/7/2019,15:01,Ewallet,0.9666666666666668,0.19736741909178362
68,232-11-3025,Yangon,Normal,Male,Sports and travel,0.5224145583666221,1.6523232674803088,1/24/2019,10:04,Cash,-0.19999999999999987,0.908681075617868
69,382-03-4532,Yangon,Member,Female,Health and beauty,-0.818908122503329,-0.6762255699401498,2/2/2019,18:50,Cash,-0.9,-0.9707075968211165
70,393-65-2792,Naypyitaw,Normal,Male,Food and beverages,0.7600976475810031,1.9764684518359905,1/6/2019,12:46,Credit card,0.8666666666666666,0.908681075617868
71,796-12-2025,Naypyitaw,Normal,Male,Fashion accessories,0.1529072347980469,1.1484000817172735,2/11/2019,16:19,Cash,-0.36666666666666653,0.908681075617868
72,510-95-6347,Mandalay,Member,Female,Food and beverages,-0.14891256102973813,-0.2911556184408648,3/5/2019,18:17,Ewallet,-1.0,-0.4340491157681513
73,841-35-6630,Naypyitaw,Normal,Female,Electronic accessories,0.4589436307146026,0.6467770858712348,3/9/2019,18:21,Cash,0.5666666666666664,0.19736741909178362
74,287-21-9091,Yangon,Normal,Male,Home and lifestyle,0.4314247669773634,1.3022404152448113,1/22/2019,10:55,Ewallet,0.8000000000000002,0.7400580866144847
75,732-94-0499,Naypyitaw,Normal,Female,Electronic accessories,-0.30137594318686206,0.5288620869683648,1/13/2019,17:04,Credit card,-0.5333333333333332,0.908681075617868
76,263-10-3913,Naypyitaw,Member,Male,Fashion accessories,-0.13737239236573467,0.6041025097795903,1/9/2019,14:20,Credit card,0.5333333333333332,0.7400580866144847
77,381-20-0914,Yangon,Member,Female,Fashion accessories,-0.7816245006657789,-0.1866483055015398,1/12/2019,15:48,Credit card,-0.4333333333333333,0.7400580866144847
78,829-49-1914,Naypyitaw,Member,Female,Food and beverages,0.5122059476253883,1.6384010653511194,3/5/2019,16:24,Ewallet,-0.13333333333333344,0.908681075617868
79,756-01-7507,Naypyitaw,Normal,Female,Health and beauty,-0.7734132268086996,-0.42329547604094947,1/22/2019,18:56,Cash,-0.3333333333333333,0.0
80,870-72-4431,Naypyitaw,Normal,Female,Health and beauty,0.9755881047492231,1.0695277800897378,1/21/2019,14:42,Credit card,-0.5,0.19736741909178362
81,847-38-7188,Mandalay,Normal,Female,Food and beverages,0.91988459831336,0.14612259104287875,1/26/2019,19:56,Ewallet,-0.19999999999999987,-0.4340491157681513
82,480-63-2856,Naypyitaw,Normal,Male,Food and beverages,-0.7984909010208612,-0.2656114040994833,1/23/2019,18:37,Ewallet,-0.13333333333333344,0.5659508842318487
83,787-56-0757,Naypyitaw,Member,Female,Food and beverages,0.5577008433200176,0.24115675340299478,2/23/2019,18:45,Credit card,0.43333333333333357,-0.20913662370082098
84,360-39-5055,Naypyitaw,Member,Male,Sports and travel,-0.14025743453173561,0.008444118247921018,3/9/2019,10:17,Cash,-0.13333333333333344,0.0
85,730-50-9884,Naypyitaw,Normal,Female,Sports and travel,0.6176209498446515,1.0280032989565915,3/5/2019,14:31,Ewallet,-1.0,0.38545634812525154
86,362-58-8315,Naypyitaw,Normal,Male,Fashion accessories,0.47248113626276056,0.4262615104076028,3/25/2019,10:23,Cash,0.9666666666666668,0.0
87,633-44-8566,Yangon,Member,Male,Food and beverages,-0.12982689747003998,0.31446017417885486,3/27/2019,20:35,Credit card,0.09999999999999994,0.38545634812525154
88,504-35-8843,Yangon,Normal,Male,Sports and travel,-0.2831779849090103,-0.6031642744187103,1/2/2019,16:57,Cash,-0.4333333333333333,-0.9707075968211165
89,318-68-5053,Mandalay,Normal,Female,Health and beauty,0.48291167332445606,0.6663892314793096,2/27/2019,17:55,Cash,-0.3000000000000001,0.19736741909178362
90,565-80-5980,Naypyitaw,Member,Female,Home and lifestyle,-0.17421216156236133,-0.15810779113670242,1/23/2019,10:25,Cash,0.033333333333333215,-0.20913662370082098
91,225-32-0908,Naypyitaw,Normal,Female,Sports and travel,-0.23013759431868627,0.6260148453046616,1/26/2019,19:54,Ewallet,0.39999999999999974,0.908681075617868
92,873-51-0671,Yangon,Member,Female,Sports and travel,-0.7379050155348424,-0.26603512329471946,1/10/2019,16:42,Ewallet,-0.6333333333333334,0.38545634812525154
93,152-08-9985,Mandalay,Member,Male,Health and beauty,0.20261873058144686,1.021405385773628,3/12/2019,12:09,Credit card,0.5333333333333332,0.7400580866144847
94,512-91-0811,Naypyitaw,Normal,Male,Health and beauty,0.7660896582334663,-0.4600682490560899,2/6/2019,20:05,Credit card,-0.13333333333333344,-0.9707075968211165
95,594-34-4444,Yangon,Normal,Male,Electronic accessories,0.9305370616955169,-0.43764139736537466,3/8/2019,20:38,Ewallet,0.06666666666666672,-0.9707075968211165
96,766-85-7061,Mandalay,Normal,Male,Health and beauty,0.7243675099866844,1.9277407443838293,3/29/2019,10:25,Ewallet,-0.6333333333333334,0.908681075617868
97,871-39-9221,Naypyitaw,Normal,Female,Electronic accessories,-0.9494007989347536,-0.5056180625439799,2/9/2019,13:11,Cash,-0.9666666666666668,0.19736741909178362
98,865-92-6136,Yangon,Normal,Male,Food and beverages,-0.055037727474478555,-0.2527484999583848,3/23/2019,10:16,Ewallet,0.7666666666666669,-0.4340491157681513
99,733-01-9107,Mandalay,Normal,Male,Home and lifestyle,0.6096316023080337,0.7700793716849648,3/5/2019,18:14,Cash,0.13333333333333344,0.19736741909178362
100,163-56-7055,Naypyitaw,Member,Male,Fashion accessories,-0.14469596094096765,-0.5842785045738975,3/26/2019,19:20,Cash,-0.9666666666666668,-0.9707075968211165
101,189-98-2939,Naypyitaw,Normal,Male,Fashion accessories,0.5175321793164668,1.4079280887994372,3/1/2019,13:22,Cash,0.06666666666666672,0.7400580866144847
102,551-21-3069,Naypyitaw,Normal,Female,Electronic accessories,-0.7137150466045273,-0.10329668666722155,2/1/2019,11:27,Cash,-0.6999999999999998,0.7400580866144847
103,212-62-1842,Yangon,Normal,Male,Food and beverages,0.06724367509986671,0.32626378033186293,3/28/2019,16:44,Cash,0.9666666666666668,0.19736741909178362
104,716-39-1409,Mandalay,Normal,Male,Health and beauty,-0.5521526853084776,-0.08870864008837578,3/19/2019,18:19,Cash,0.3333333333333333,0.38545634812525154
105,704-48-3927,Yangon,Member,Male,Electronic accessories,0.7421216156236129,1.9519532698258966,1/12/2019,14:50,Ewallet,0.09999999999999994,0.908681075617868
106,628-34-3388,Naypyitaw,Normal,Male,Fashion accessories,-0.6180648024855748,-0.2344983089064262,1/5/2019,20:54,Credit card,0.3000000000000001,0.19736741909178362
107,630-74-5166,Yangon,Normal,Male,Sports and travel,0.1531291611185086,0.39654063542746454,3/22/2019,20:19,Cash,0.13333333333333344,0.19736741909178362
108,588-01-7461,Naypyitaw,Normal,Female,Food and beverages,-0.4715934309809145,0.19388179747735745,3/24/2019,10:43,Cash,-0.9333333333333332,0.7400580866144847
109,861-77-0145,Naypyitaw,Member,Male,Electronic accessories,0.5934309809143363,1.7491733692485796,3/3/2019,14:30,Cash,0.7333333333333331,0.908681075617868
110,479-26-8945,Mandalay,Member,Female,Sports and travel,-0.8597425654682647,-0.6318863827243633,2/5/2019,11:32,Ewallet,-0.8000000000000002,-0.6821010387299857
111,210-67-5886,Naypyitaw,Member,Female,Health and beauty,0.9538393253439855,0.16001452751526515,2/5/2019,10:41,Credit card,0.2666666666666666,-0.4340491157681513
112,227-78-1148,Mandalay,Normal,Female,Fashion accessories,0.39081225033288947,0.8114827901909007,2/15/2019,12:44,Cash,0.4666666666666668,0.38545634812525154
113,645-44-1170,Yangon,Member,Male,Home and lifestyle,0.06302707501109624,0.8500715026141961,1/19/2019,20:07,Ewallet,-0.9,0.7400580866144847
114,237-01-6122,Naypyitaw,Member,Female,Home and lifestyle,0.5672436750998668,1.4689436529134479,2/1/2019,20:31,Credit card,0.8333333333333334,0.7400580866144847
115,225-98-1496,Naypyitaw,Normal,Female,Fashion accessories,-0.6260541500221927,-0.486369104817536,3/2/2019,13:01,Credit card,0.033333333333333215,-0.4340491157681513
116,291-32-1427,Mandalay,Member,Male,Fashion accessories,-0.738792720816689,-0.39968826373493344,3/5/2019,12:29,Ewallet,-0.5666666666666668,0.0
117,659-65-8956,Mandalay,Member,Male,Fashion accessories,-0.0858854860186419,-0.5762581055212125,1/16/2019,15:26,Ewallet,-0.6,-0.9707075968211165
118,642-32-2990,Yangon,Normal,Female,Food and beverages,-0.9824678206835331,-0.39999092030295935,2/2/2019,20:48,Ewallet,-0.3333333333333333,0.908681075617868
119,378-24-2715,Mandalay,Normal,Male,Home and lifestyle,-0.039724811362627746,-0.4082231789532624,1/20/2019,20:38,Ewallet,-0.9666666666666668,-0.6821010387299857
120,638-60-7125,Yangon,Normal,Female,Electronic accessories,0.9837993786063026,1.6788965141529777,2/14/2019,17:03,Credit card,-0.6,0.5659508842318487
121,659-36-1684,Naypyitaw,Member,Male,Sports and travel,0.04194407456724353,0.4784395027352587,1/12/2019,12:02,Credit card,-0.16666666666666666,0.38545634812525154
122,219-22-9386,Mandalay,Member,Male,Sports and travel,0.9926764314247667,1.9911170297284413,3/9/2019,17:26,Credit card,-0.9333333333333332,0.7400580866144847
123,336-78-2147,Naypyitaw,Member,Male,Home and lifestyle,0.19263204616067447,0.8157199821432627,3/13/2019,19:52,Credit card,-0.8000000000000002,0.5659508842318487
124,268-27-6179,Mandalay,Member,Female,Fashion accessories,0.02751886373723912,0.6355787928542784,3/9/2019,14:57,Ewallet,0.09999999999999994,0.5659508842318487
125,668-90-8900,Yangon,Normal,Female,Home and lifestyle,0.8535286284953394,1.253210051224624,3/10/2019,18:44,Credit card,-0.8333333333333334,0.38545634812525154
126,870-54-3162,Yangon,Normal,Female,Sports and travel,-0.5099866844207723,-0.24366880291760937,1/27/2019,13:26,Cash,0.6666666666666666,0.0
127,189-08-9157,Naypyitaw,Normal,Female,Fashion accessories,-0.5215268530847759,0.1325938424521235,1/8/2019,16:17,Credit card,-0.36666666666666653,0.7400580866144847
128,663-86-9076,Naypyitaw,Member,Female,Food and beverages,0.2953839325343986,0.9278239749400362,1/8/2019,15:57,Ewallet,0.5,0.5659508842318487
129,549-84-7482,Mandalay,Normal,Female,Sports and travel,0.7778517532179315,1.7274426276643238,2/8/2019,11:15,Ewallet,0.06666666666666672,0.7400580866144847
130,191-10-6171,Mandalay,Normal,Female,Fashion accessories,-0.3464269862405683,0.10768520690359627,1/25/2019,13:18,Cash,0.16666666666666666,0.38545634812525154
131,802-70-5316,Yangon,Member,Female,Sports and travel,0.8189081225033287,0.9413224578739889,3/6/2019,20:34,Cash,0.43333333333333357,0.19736741909178362
132,695-51-0018,Mandalay,Normal,Female,Sports and travel,-0.4525077674212161,-0.3099203256584673,2/10/2019,18:36,Cash,0.13333333333333344,-0.20913662370082098
133,590-83-4591,Mandalay,Member,Male,Electronic accessories,0.7150466045272968,0.856336493572331,2/17/2019,14:40,Credit card,0.6000000000000002,0.19736741909178362
134,483-71-1164,Naypyitaw,Normal,Female,Health and beauty,0.5785619174434086,0.7446562199707938,3/8/2019,16:43,Ewallet,-0.5666666666666668,0.19736741909178362
135,597-78-7908,Naypyitaw,Normal,Male,Fashion accessories,0.7765201952951618,0.08746774815946967,2/18/2019,19:39,Cash,-0.2666666666666666,-0.4340491157681513
136,700-81-1757,Yangon,Normal,Female,Electronic accessories,-0.6418109187749668,-0.3335578036212859,1/18/2019,20:59,Credit card,0.6000000000000002,0.0
137,354-39-5160,Yangon,Member,Female,Home and lifestyle,-0.46182867288060364,-0.10665617457230847,2/18/2019,15:39,Cash,0.9333333333333336,0.19736741909178362
138,241-72-9525,Mandalay,Normal,Male,Sports and travel,-0.0736795383932536,0.8393877257628836,2/16/2019,12:21,Cash,0.39999999999999974,0.908681075617868
139,575-30-8091,Yangon,Normal,Male,Sports and travel,0.38326675543719474,1.0237055756906246,3/16/2019,19:25,Ewallet,0.7333333333333331,0.5659508842318487
140,731-81-9469,Naypyitaw,Member,Female,Sports and travel,0.7671992898357743,1.9861534620128174,1/23/2019,13:00,Credit card,-0.5333333333333332,0.908681075617868
141,280-17-4359,Naypyitaw,Member,Male,Health and beauty,0.7827341322680869,2.007339421774627,1/25/2019,13:48,Cash,0.36666666666666653,0.908681075617868
142,338-65-2210,Naypyitaw,Member,Female,Health and beauty,0.296715490457168,1.344521537798022,2/5/2019,19:57,Cash,0.6999999999999998,0.908681075617868
143,488-25-4221,Naypyitaw,Member,Female,Food and beverages,-0.550821127385708,-0.6396646565226275,2/22/2019,10:36,Credit card,0.4666666666666668,-0.9707075968211165
144,239-10-7476,Yangon,Normal,Female,Home and lifestyle,0.5042166000887705,0.6838222497975984,1/21/2019,16:37,Ewallet,0.3333333333333333,0.19736741909178362
145,458-41-1477,Naypyitaw,Normal,Female,Health and beauty,-0.1990679094540614,0.10835105135325311,3/8/2019,17:11,Credit card,0.8333333333333334,0.19736741909178362
146,685-64-1609,Yangon,Member,Female,Fashion accessories,-0.5568131380381713,0.18050437717061513,2/10/2019,12:28,Ewallet,0.7333333333333331,0.908681075617868
147,568-90-5112,Naypyitaw,Normal,Male,Health and beauty,0.24212161562361287,0.06900569750989309,3/19/2019,12:46,Credit card,-0.4666666666666668,-0.20913662370082098
148,262-47-2794,Mandalay,Member,Male,Home and lifestyle,0.3690634709276519,1.0082095594077012,3/6/2019,15:07,Credit card,-0.2666666666666666,0.5659508842318487
149,238-49-0436,Yangon,Normal,Male,Health and beauty,-0.5053262316910786,0.054236056990231686,3/27/2019,13:48,Credit card,-0.6999999999999998,0.5659508842318487
150,608-96-3517,Mandalay,Member,Female,Fashion accessories,0.8058144695960942,0.37650477062415355,3/23/2019,19:20,Credit card,-0.7333333333333334,-0.20913662370082098
151,584-86-7256,Naypyitaw,Member,Male,Sports and travel,-0.45872170439414117,0.00048425050884129146,3/11/2019,16:07,Credit card,0.09999999999999994,0.38545634812525154
152,746-94-0204,Yangon,Normal,Male,Fashion accessories,0.6216156236129603,1.535679426163147,1/29/2019,11:56,Credit card,0.13333333333333344,0.7400580866144847
153,214-17-6927,Naypyitaw,Normal,Female,Food and beverages,-0.8599644917887261,-0.43243570439533,2/7/2019,18:23,Ewallet,0.9666666666666668,0.19736741909178362
154,400-89-4171,Naypyitaw,Normal,Female,Sports and travel,0.5712383488681756,1.2287856661849383,1/28/2019,13:05,Cash,0.7666666666666669,0.5659508842318487
155,782-95-9291,Yangon,Member,Male,Food and beverages,0.8224589436307146,0.664906214295983,2/20/2019,15:55,Credit card,0.6666666666666666,0.0
156,279-74-2924,Mandalay,Member,Male,Electronic accessories,0.37594318686196176,-0.5132752737150338,1/4/2019,19:40,Cash,-0.3000000000000001,-0.9707075968211165
157,307-85-2293,Mandalay,Normal,Male,Home and lifestyle,-0.1098535286284954,0.029176093157691683,3/7/2019,13:58,Ewallet,0.8999999999999998,0.0
158,743-04-1105,Mandalay,Member,Male,Health and beauty,0.9318686196182866,1.916481920053268,3/30/2019,14:43,Ewallet,-0.3333333333333333,0.7400580866144847
159,423-57-2993,Mandalay,Normal,Male,Sports and travel,0.8468708388814912,0.9642032944167429,3/27/2019,19:18,Ewallet,1.0,0.19736741909178362
160,894-41-5205,Naypyitaw,Normal,Female,Food and beverages,-0.2674212161562362,0.313794329729198,1/19/2019,19:39,Credit card,0.43333333333333357,0.5659508842318487
161,275-28-0149,Yangon,Normal,Male,Sports and travel,0.18774966711051916,-0.5389405506836256,2/25/2019,16:21,Cash,-0.3333333333333333,-0.9707075968211165
162,101-17-6199,Yangon,Normal,Male,Food and beverages,-0.20949844651575686,0.23840257863395964,3/13/2019,19:44,Credit card,0.0,0.38545634812525154
163,423-80-0988,Naypyitaw,Normal,Male,Sports and travel,0.4698180204172215,-0.26924328291579347,1/30/2019,19:42,Ewallet,-0.16666666666666666,-0.6821010387299857
164,548-46-9322,Mandalay,Normal,Male,Food and beverages,-0.34021304926764323,0.4758971875638416,2/20/2019,15:24,Credit card,-0.36666666666666653,0.908681075617868
165,505-02-0892,Mandalay,Member,Male,Health and beauty,-0.28095872170439423,0.29902468920953673,2/25/2019,14:12,Ewallet,-0.4666666666666668,0.5659508842318487
166,234-65-2137,Naypyitaw,Normal,Male,Home and lifestyle,0.8954727030625831,2.161088958331757,1/16/2019,13:32,Cash,-0.7333333333333334,0.908681075617868
167,687-47-8271,Yangon,Normal,Male,Fashion accessories,0.9709276520195295,2.263992191460545,2/8/2019,16:20,Credit card,0.5666666666666664,0.908681075617868
168,796-32-9050,Yangon,Normal,Male,Food and beverages,-0.08766089658233472,0.1995112096426383,1/19/2019,16:31,Cash,-0.16666666666666666,0.19736741909178362
169,105-31-1824,Yangon,Member,Male,Sports and travel,0.3171327119396358,0.7411454037816938,2/1/2019,15:10,Credit card,0.5,0.38545634812525154
