,invoice_id,city,customer_type,gender,product_line,unit_price,total,date,time,payment,rating,quantity_boxcox
51,162-48-8011,Yangon,Member,Female,Food and beverages,44.59,234.0975,2/10/2019,15:10,Cash,8.5,3.0149150175902197
52,616-24-2851,Mandalay,Member,Female,Fashion accessories,17.87,75.054,3/22/2019,14:42,Ewallet,6.5,2.365358807678416
53,778-71-5554,Naypyitaw,Member,Male,Fashion accessories,15.43,16.2015,1/25/2019,15:46,Credit card,6.1,0.0
54,242-55-6721,Mandalay,Normal,Male,Home and lifestyle,16.16,33.936,3/7/2019,11:49,Ewallet,6.5,0.8963814118829055
55,399-46-5918,Naypyitaw,Normal,Female,Electronic accessories,85.98,722.232,2/28/2019,19:01,Cash,8.2,4.77269854135871
56,106-35-6779,Yangon,Member,Male,Home and lifestyle,44.34,93.114,3/27/2019,11:26,Cash,5.8,0.8963814118829055
57,635-40-6220,Yangon,Normal,Male,Health and beauty,89.6,752.64,2/7/2019,11:28,Ewallet,6.6,4.77269854135871
58,817-48-8732,Yangon,Member,Female,Home and lifestyle,72.35,759.675,1/20/2019,15:55,Cash,5.4,5.837182227666667
59,120-06-4233,Naypyitaw,Normal,Male,Electronic accessories,30.61,192.843,3/12/2019,20:36,Cash,9.3,3.6279173241050797
60,285-68-5083,Naypyitaw,Member,Female,Sports and travel,24.74,77.931,2/15/2019,17:47,Credit card,10.0,1.6668044209629331
61,803-83-5989,Naypyitaw,Normal,Male,Home and lifestyle,55.73,351.099,2/24/2019,10:55,Ewallet,7.0,3.6279173241050797
62,347-34-2234,Mandalay,Member,Female,Sports and travel,55.07,520.4115,2/3/2019,13:40,Ewallet,10.0,5.313457077557497
63,199-75-8169,Yangon,Member,Male,Sports and travel,15.81,166.005,3/6/2019,12:27,Credit card,8.6,5.837182227666667
64,853-23-2453,Mandalay,Member,Male,Health and beauty,75.74,318.108,2/14/2019,14:35,Cash,7.6,2.365358807678416
65,877-22-3308,Yangon,Member,Male,Health and beauty,15.87,166.635,3/13/2019,16:40,Cash,5.8,5.837182227666667
66,838-78-4295,Naypyitaw,Normal,Female,Health and beauty,33.47,70.287,2/10/2019,15:43,Ewallet,6.7,0.8963814118829055
67,109-28-2512,Mandalay,Member,Female,Fashion accessories,97.61,614.943,1/7/2019,15:01,Ewallet,9.9,3.6279173241050797
68,232-11-3025,Yangon,Normal,Male,Sports and travel,78.77,827.085,1/24/2019,10:04,Cash,6.4,5.837182227666667
69,382-03-4532,Yangon,Member,Female,Health and beauty,18.33,19.2465,2/2/2019,18:50,Cash,4.3,0.0
70,393-65-2792,Naypyitaw,Normal,Male,Food and beverages,89.48,939.54,1/6/2019,12:46,Credit card,9.6,5.837182227666667
71,796-12-2025,Naypyitaw,Normal,Male,Fashion accessories,62.12,652.26,2/11/2019,16:19,Cash,5.9,5.837182227666667
72,510-95-6347,Mandalay,Member,Female,Food and beverages,48.52,152.838,3/5/2019,18:17,Ewallet,4.0,1.6668044209629331
73,841-35-6630,Naypyitaw,Normal,Female,Electronic accessories,75.91,478.233,3/9/2019,18:21,Cash,8.7,3.6279173241050797
74,287-21-9091,Yangon,Normal,Male,Home and lifestyle,74.67,705.6315,1/22/2019,10:55,Ewallet,9.4,5.313457077557497
75,732-94-0499,Naypyitaw,Normal,Female,Electronic accessories,41.65,437.325,1/13/2019,17:04,Credit card,5.4,5.837182227666667
76,263-10-3913,Naypyitaw,Member,Male,Fashion accessories,49.04,463.428,1/9/2019,14:20,Credit card,8.6,5.313457077557497
77,381-20-0914,Yangon,Member,Female,Fashion accessories,20.01,189.0945,1/12/2019,15:48,Credit card,5.7,5.313457077557497
78,829-49-1914,Naypyitaw,Member,Female,Food and beverages,78.31,822.255,3/5/2019,16:24,Ewallet,6.6,5.837182227666667
79,756-01-7507,Naypyitaw,Normal,Female,Health and beauty,20.38,106.995,1/22/2019,18:56,Cash,6.0,3.0149150175902197
80,870-72-4431,Naypyitaw,Normal,Female,Health and beauty,99.19,624.897,1/21/2019,14:42,Credit card,5.5,3.6279173241050797
81,847-38-7188,Mandalay,Normal,Female,Food and beverages,96.68,304.542,1/26/2019,19:56,Ewallet,6.4,1.6668044209629331
82,480-63-2856,Naypyitaw,Normal,Male,Food and beverages,19.25,161.7,1/23/2019,18:37,Ewallet,6.6,4.77269854135871
83,787-56-0757,Naypyitaw,Member,Female,Food and beverages,80.36,337.512,2/23/2019,18:45,Credit card,8.3,2.365358807678416
84,360-39-5055,Naypyitaw,Member,Male,Sports and travel,48.91,256.7775,3/9/2019,10:17,Cash,6.6,3.0149150175902197
85,730-50-9884,Naypyitaw,Normal,Female,Sports and travel,83.06,610.491,3/5/2019,14:31,Ewallet,4.0,4.212101622901667
86,362-58-8315,Naypyitaw,Normal,Male,Fashion accessories,76.52,401.73,3/25/2019,10:23,Cash,9.9,3.0149150175902197
87,633-44-8566,Yangon,Member,Male,Food and beverages,49.38,362.943,3/27/2019,20:35,Credit card,7.3,4.212101622901667
88,504-35-8843,Yangon,Normal,Male,Sports and travel,42.47,44.5935,1/2/2019,16:57,Cash,5.7,0.0
89,318-68-5053,Mandalay,Normal,Female,Health and beauty,76.99,485.037,2/27/2019,17:55,Cash,6.1,3.6279173241050797
90,565-80-5980,Naypyitaw,Member,Female,Home and lifestyle,47.38,198.996,1/23/2019,10:25,Cash,7.1,2.365358807678416
91,225-32-0908,Naypyitaw,Normal,Female,Sports and travel,44.86,471.03,1/26/2019,19:54,Ewallet,8.2,5.837182227666667
92,873-51-0671,Yangon,Member,Female,Sports and travel,21.98,161.553,1/10/2019,16:42,Ewallet,5.1,4.212101622901667
93,152-08-9985,Mandalay,Member,Male,Health and beauty,64.36,608.202,3/12/2019,12:09,Credit card,8.6,5.313457077557497
94,512-91-0811,Naypyitaw,Normal,Male,Health and beauty,89.75,94.2375,2/6/2019,20:05,Credit card,6.6,0.0
95,594-34-4444,Yangon,Normal,Male,Electronic accessories,97.16,102.018,3/8/2019,20:38,Ewallet,7.2,0.0
96,766-85-7061,Mandalay,Normal,Male,Health and beauty,87.87,922.635,3/29/2019,10:25,Ewallet,5.1,5.837182227666667
97,871-39-9221,Naypyitaw,Normal,Female,Electronic accessories,12.45,78.435,2/9/2019,13:11,Cash,4.1,3.6279173241050797
98,865-92-6136,Yangon,Normal,Male,Food and beverages,52.75,166.1625,3/23/2019,10:16,Ewallet,9.3,1.6668044209629331
99,733-01-9107,Mandalay,Normal,Male,Home and lifestyle,82.7,521.01,3/5/2019,18:14,Cash,7.4,3.6279173241050797
100,163-56-7055,Naypyitaw,Member,Male,Fashion accessories,48.71,51.1455,3/26/2019,19:20,Cash,4.1,0.0
101,189-98-2939,Naypyitaw,Normal,Male,Fashion accessories,78.55,742.2975,3/1/2019,13:22,Cash,7.2,5.313457077557497
102,551-21-3069,Naypyitaw,Normal,Female,Electronic accessories,23.07,218.0115,2/1/2019,11:27,Cash,4.9,5.313457077557497
103,212-62-1842,Yangon,Normal,Male,Food and beverages,58.26,367.038,3/28/2019,16:44,Cash,9.9,3.6279173241050797
104,716-39-1409,Mandalay,Normal,Male,Health and beauty,30.35,223.0725,3/19/2019,18:19,Cash,8.0,4.212101622901667
105,704-48-3927,Yangon,Member,Male,Electronic accessories,88.67,931.035,1/12/2019,14:50,Ewallet,7.3,5.837182227666667
106,628-34-3388,Naypyitaw,Normal,Male,Fashion accessories,27.38,172.494,1/5/2019,20:54,Credit card,7.9,3.6279173241050797
107,630-74-5166,Yangon,Normal,Male,Sports and travel,62.13,391.419,3/22/2019,20:19,Cash,7.4,3.6279173241050797
108,588-01-7461,Naypyitaw,Normal,Female,Food and beverages,33.98,321.111,3/24/2019,10:43,Cash,4.2,5.313457077557497
109,861-77-0145,Naypyitaw,Member,Male,Electronic accessories,81.97,860.685,3/3/2019,14:30,Cash,9.2,5.837182227666667
110,479-26-8945,Mandalay,Member,Female,Sports and travel,16.49,34.629,2/5/2019,11:32,Ewallet,4.6,0.8963814118829055
111,210-67-5886,Naypyitaw,Member,Female,Health and beauty,98.21,309.3615,2/5/2019,10:41,Credit card,7.8,1.6668044209629331
112,227-78-1148,Mandalay,Normal,Female,Fashion accessories,72.84,535.374,2/15/2019,12:44,Cash,8.4,4.212101622901667
113,645-44-1170,Yangon,Member,Male,Home and lifestyle,58.07,548.7615,1/19/2019,20:07,Ewallet,4.3,5.313457077557497
114,237-01-6122,Naypyitaw,Member,Female,Home and lifestyle,80.79,763.4655,2/1/2019,20:31,Credit card,9.5,5.313457077557497
115,225-98-1496,Naypyitaw,Normal,Female,Fashion accessories,27.02,85.113,3/2/2019,13:01,Credit card,7.1,1.6668044209629331
116,291-32-1427,Mandalay,Member,Male,Fashion accessories,21.94,115.185,3/5/2019,12:29,Ewallet,5.3,3.0149150175902197
117,659-65-8956,Mandalay,Member,Male,Fashion accessories,51.36,53.928,1/16/2019,15:26,Ewallet,5.2,0.0
118,642-32-2990,Yangon,Normal,Female,Food and beverages,10.96,115.08,2/2/2019,20:48,Ewallet,6.0,5.837182227666667
119,378-24-2715,Mandalay,Normal,Male,Home and lifestyle,53.44,112.224,1/20/2019,20:38,Ewallet,4.1,0.8963814118829055
120,638-60-7125,Yangon,Normal,Female,Electronic accessories,99.56,836.304,2/14/2019,17:03,Credit card,5.2,4.77269854135871
121,659-36-1684,Naypyitaw,Member,Male,Sports and travel,57.12,419.832,1/12/2019,12:02,Credit card,6.5,4.212101622901667
122,219-22-9386,Mandalay,Member,Male,Sports and travel,99.96,944.622,3/9/2019,17:26,Credit card,4.2,5.313457077557497
123,336-78-2147,Naypyitaw,Member,Male,Home and lifestyle,63.91,536.844,3/13/2019,19:52,Credit card,4.6,4.77269854135871
124,268-27-6179,Mandalay,Member,Female,Fashion accessories,56.47,474.348,3/9/2019,14:57,Ewallet,7.3,4.77269854135871
125,668-90-8900,Yangon,Normal,Female,Home and lifestyle,93.69,688.6215,3/10/2019,18:44,Credit card,4.5,4.212101622901667
126,870-54-3162,Yangon,Normal,Female,Sports and travel,32.25,169.3125,1/27/2019,13:26,Cash,9.0,3.0149150175902197
127,189-08-9157,Naypyitaw,Normal,Female,Fashion accessories,31.73,299.8485,1/8/2019,16:17,Credit card,5.9,5.313457077557497
128,663-86-9076,Naypyitaw,Member,Female,Food and beverages,68.54,575.736,1/8/2019,15:57,Ewallet,8.5,4.77269854135871
129,549-84-7482,Mandalay,Normal,Female,Sports and travel,90.28,853.146,2/8/2019,11:15,Ewallet,7.2,5.313457077557497
130,191-10-6171,Mandalay,Normal,Female,Fashion accessories,39.62,291.207,1/25/2019,13:18,Cash,7.5,4.212101622901667
131,802-70-5316,Yangon,Member,Female,Sports and travel,92.13,580.419,3/6/2019,20:34,Cash,8.3,3.6279173241050797
132,695-51-0018,Mandalay,Normal,Female,Sports and travel,34.84,146.328,2/10/2019,18:36,Cash,7.4,2.365358807678416
133,590-83-4591,Mandalay,Member,Male,Electronic accessories,87.45,550.935,2/17/2019,14:40,Credit card,8.8,3.6279173241050797
134,483-71-1164,Naypyitaw,Normal,Female,Health and beauty,81.3,512.19,3/8/2019,16:43,Ewallet,5.3,3.6279173241050797
135,597-78-7908,Naypyitaw,Normal,Male,Fashion accessories,90.22,284.193,2/18/2019,19:39,Cash,6.2,1.6668044209629331
136,700-81-1757,Yangon,Normal,Female,Electronic accessories,26.31,138.1275,1/18/2019,20:59,Credit card,8.8,3.0149150175902197
137,354-39-5160,Yangon,Member,Female,Home and lifestyle,34.42,216.846,2/18/2019,15:39,Cash,9.8,3.6279173241050797
138,241-72-9525,Mandalay,Normal,Male,Sports and travel,51.91,545.055,2/16/2019,12:21,Cash,8.2,5.837182227666667
139,575-30-8091,Yangon,Normal,Male,Sports and travel,72.5,609.0,3/16/2019,19:25,Ewallet,9.2,4.77269854135871
140,731-81-9469,Naypyitaw,Member,Female,Sports and travel,89.8,942.9,1/23/2019,13:00,Credit card,5.4,5.837182227666667
141,280-17-4359,Naypyitaw,Member,Male,Health and beauty,90.5,950.25,1/25/2019,13:48,Cash,8.1,5.837182227666667
142,338-65-2210,Naypyitaw,Member,Female,Health and beauty,68.6,720.3,2/5/2019,19:57,Cash,9.1,5.837182227666667
143,488-25-4221,Naypyitaw,Member,Female,Food and beverages,30.41,31.9305,2/22/2019,10:36,Credit card,8.4,0.0
144,239-10-7476,Yangon,Normal,Female,Home and lifestyle,77.95,491.085,1/21/2019,16:37,Ewallet,8.0,3.6279173241050797
145,458-41-1477,Naypyitaw,Normal,Female,Health and beauty,46.26,291.438,3/8/2019,17:11,Credit card,9.5,3.6279173241050797
146,685-64-1609,Yangon,Member,Female,Fashion accessories,30.14,316.47,2/10/2019,12:28,Ewallet,9.2,5.837182227666667
147,568-90-5112,Naypyitaw,Normal,Male,Health and beauty,66.14,277.788,3/19/2019,12:46,Credit card,5.6,2.365358807678416
148,262-47-2794,Mandalay,Member,Male,Home and lifestyle,71.86,603.624,3/6/2019,15:07,Credit card,6.2,4.77269854135871
149,238-49-0436,Yangon,Normal,Male,Health and beauty,32.46,272.664,3/27/2019,13:48,Credit card,4.9,4.77269854135871
150,608-96-3517,Mandalay,Member,Female,Fashion accessories,91.54,384.468,3/23/2019,19:20,Credit card,4.8,2.365358807678416
151,584-86-7256,Naypyitaw,Member,Male,Sports and travel,34.56,254.016,3/11/2019,16:07,Credit card,7.3,4.212101622901667
152,746-94-0204,Yangon,Normal,Male,Fashion accessories,83.24,786.618,1/29/2019,11:56,Credit card,7.4,5.313457077557497
153,214-17-6927,Naypyitaw,Normal,Female,Food and beverages,16.48,103.824,2/7/2019,18:23,Ewallet,9.9,3.6279173241050797
154,400-89-4171,Naypyitaw,Normal,Female,Sports and travel,80.97,680.148,1/28/2019,13:05,Cash,9.3,4.77269854135871
155,782-95-9291,Yangon,Member,Male,Food and beverages,92.29,484.5225,2/20/2019,15:55,Credit card,9.0,3.0149150175902197
156,279-74-2924,Mandalay,Member,Male,Electronic accessories,72.17,75.7785,1/4/2019,19:40,Cash,6.1,0.0
157,307-85-2293,Mandalay,Normal,Male,Home and lifestyle,50.28,263.97,3/7/2019,13:58,Ewallet,9.7,3.0149150175902197
158,743-04-1105,Mandalay,Member,Male,Health and beauty,97.22,918.729,3/30/2019,14:43,Ewallet,6.0,5.313457077557497
159,423-57-2993,Mandalay,Normal,Male,Sports and travel,93.39,588.357,3/27/2019,19:18,Ewallet,10.0,3.6279173241050797
160,894-41-5205,Naypyitaw,Normal,Female,Food and beverages,43.18,362.712,1/19/2019,19:39,Credit card,8.3,4.77269854135871
161,275-28-0149,Yangon,Normal,Male,Sports and travel,63.69,66.8745,2/25/2019,16:21,Cash,6.0,0.0
162,101-17-6199,Yangon,Normal,Male,Food and beverages,45.79,336.5565,3/13/2019,19:44,Credit card,7.0,4.212101622901667
163,423-80-0988,Naypyitaw,Normal,Male,Sports and travel,76.4,160.44,1/30/2019,19:42,Ewallet,6.5,0.8963814118829055
164,548-46-9322,Mandalay,Normal,Male,Food and beverages,39.9,418.95,2/20/2019,15:24,Credit card,5.9,5.837182227666667
165,505-02-0892,Mandalay,Member,Male,Health and beauty,42.57,357.588,2/25/2019,14:12,Ewallet,5.6,4.77269854135871
166,234-65-2137,Naypyitaw,Normal,Male,Home and lifestyle,95.58,1003.59,1/16/2019,13:32,Cash,4.8,5.837182227666667
167,687-47-8271,Yangon,Normal,Male,Fashion accessories,98.98,1039.29,2/8/2019,16:20,Credit card,8.7,5.837182227666667
168,796-32-9050,Yangon,Normal,Male,Food and beverages,51.28,323.064,1/19/2019,16:31,Cash,6.5,3.6279173241050797
169,105-31-1824,Yangon,Member,Male,Sports and travel,69.52,510.972,2/1/2019,15:10,Credit card,8.5,4.212101622901667
170,249-42-3782,Yangon,Normal,Male,Health and beauty,70.01,367.5525,1/3/2019,11:36,Ewallet,5.5,3.0149150175902197
171,316-55-4634,Mandalay,Member,Male,Food and beverages,80.05,420.2625,1/26/2019,12:45,Credit card,9.4,3.0149150175902197
172,733-33-4967,Naypyitaw,Normal,Male,Electronic accessories,20.85,175.14,3/3/2019,19:17,Cash,6.3,4.77269854135871
173,608-27-6295,Mandalay,Member,Male,Electronic accessories,52.89,333.207,1/19/2019,17:34,Credit card,9.8,3.6279173241050797
174,414-12-7047,Mandalay,Normal,Male,Food and beverages,19.79,166.236,1/18/2019,12:04,Ewallet,8.7,4.77269854135871
175,827-26-2100,Yangon,Member,Male,Home and lifestyle,33.84,319.788,3/21/2019,16:21,Ewallet,8.8,5.313457077557497
176,175-54-2529,Yangon,Member,Male,Food and beverages,22.17,186.228,3/3/2019,17:01,Credit card,9.6,4.77269854135871
177,139-52-2867,Naypyitaw,Normal,Female,Fashion accessories,22.51,165.4485,2/13/2019,10:50,Credit card,4.8,4.212101622901667
178,407-63-8975,Yangon,Normal,Male,Food and beverages,73.88,465.444,3/23/2019,19:16,Ewallet,4.4,3.6279173241050797
179,342-65-4817,Naypyitaw,Member,Male,Health and beauty,86.8,273.42,1/28/2019,16:47,Ewallet,9.9,1.6668044209629331
180,130-98-8941,Naypyitaw,Normal,Male,Fashion accessories,64.26,472.311,2/9/2019,10:00,Cash,5.7,4.212101622901667
181,434-83-9547,Naypyitaw,Member,Male,Food and beverages,38.47,323.148,1/23/2019,11:51,Cash,7.7,4.77269854135871
182,851-28-6367,Yangon,Member,Male,Sports and travel,15.5,162.75,3/23/2019,10:55,Ewallet,8.0,5.837182227666667
183,824-88-3614,Naypyitaw,Normal,Male,Health and beauty,34.31,288.204,1/25/2019,15:00,Ewallet,5.7,4.77269854135871
184,586-25-0848,Yangon,Normal,Female,Sports and travel,12.34,90.699,3/4/2019,11:19,Credit card,6.7,4.212101622901667
185,895-66-0685,Mandalay,Member,Male,Food and beverages,18.08,56.952,3/5/2019,19:46,Ewallet,8.0,1.6668044209629331
186,305-14-0245,Mandalay,Member,Female,Home and lifestyle,94.49,793.716,3/3/2019,19:00,Ewallet,7.5,4.77269854135871
187,732-04-5373,Mandalay,Member,Male,Home and lifestyle,46.47,195.174,2/8/2019,10:53,Cash,7.0,2.365358807678416
188,400-60-7251,Yangon,Normal,Male,Home and lifestyle,74.07,77.7735,2/10/2019,12:50,Ewallet,9.9,0.0
189,593-65-1552,Naypyitaw,Normal,Female,Home and lifestyle,69.81,293.202,1/28/2019,20:50,Credit card,5.9,2.365358807678416
190,284-34-9626,Mandalay,Normal,Female,Home and lifestyle,77.04,242.676,2/11/2019,10:39,Credit card,7.2,1.6668044209629331
191,437-58-8131,Mandalay,Normal,Female,Fashion accessories,73.52,154.392,1/15/2019,13:41,Ewallet,4.6,0.8963814118829055
192,286-43-6208,Naypyitaw,Normal,Female,Food and beverages,87.8,829.71,3/16/2019,19:08,Cash,9.2,5.313457077557497
193,641-43-2399,Mandalay,Normal,Male,Home and lifestyle,25.55,107.31,1/26/2019,20:23,Ewallet,5.7,2.365358807678416
194,831-07-6050,Yangon,Normal,Male,Electronic accessories,32.71,171.7275,3/19/2019,11:30,Credit card,9.9,3.0149150175902197
195,556-86-3144,Naypyitaw,Member,Female,Fashion accessories,74.29,78.0045,1/13/2019,19:30,Cash,5.0,0.0
196,848-24-9445,Naypyitaw,Member,Male,Health and beauty,43.7,91.77,3/26/2019,18:03,Cash,4.9,0.8963814118829055
197,856-22-8149,Yangon,Normal,Female,Home and lifestyle,25.29,26.5545,3/23/2019,10:13,Ewallet,6.1,0.0
198,699-01-4164,Naypyitaw,Normal,Male,Health and beauty,41.5,174.3,3/12/2019,19:58,Credit card,8.2,2.365358807678416
199,420-11-4919,Naypyitaw,Member,Female,Food and beverages,71.39,374.7975,2/17/2019,19:57,Credit card,5.5,3.0149150175902197
200,606-80-4905,Naypyitaw,Member,Female,Sports and travel,19.15,120.645,1/29/2019,10:01,Credit card,6.8,3.6279173241050797
201,542-41-0513,Mandalay,Member,Female,Electronic accessories,57.49,241.458,3/15/2019,11:57,Cash,6.6,2.365358807678416
202,426-39-2418,Naypyitaw,Normal,Male,Electronic accessories,61.41,451.3635,1/14/2019,10:02,Cash,9.8,4.212101622901667
203,875-46-5808,Mandalay,Member,Male,Health and beauty,25.9,271.95,2/6/2019,14:51,Ewallet,8.7,5.837182227666667
204,394-43-4238,Mandalay,Member,Male,Home and lifestyle,17.77,93.2925,2/15/2019,12:42,Credit card,5.4,3.0149150175902197
205,749-24-1565,Yangon,Normal,Female,Health and beauty,23.03,217.6335,1/3/2019,12:02,Ewallet,7.9,5.313457077557497
206,672-51-8681,Naypyitaw,Member,Female,Electronic accessories,66.65,629.8425,1/4/2019,18:19,Credit card,9.7,5.313457077557497
207,263-87-5680,Naypyitaw,Member,Female,Home and lifestyle,28.53,299.565,3/18/2019,17:38,Ewallet,7.8,5.837182227666667
208,573-58-9734,Mandalay,Normal,Female,Fashion accessories,30.37,95.6655,3/28/2019,13:41,Ewallet,5.1,1.6668044209629331
209,817-69-8206,Mandalay,Normal,Female,Electronic accessories,99.73,942.4485,3/2/2019,19:42,Credit card,6.5,5.313457077557497
